date,airline,origin,destination,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay,arrival_delay,flight_duration,distance,delay_category,day_of_week,month,hour
2024-06-21 22:00:00,CX,SIN,SIN,732,772,1022,1060,40,38,2.9,2306,Moderate Delay,Friday,6,22
2024-06-21 23:00:00,SQ,SYD,NRT,1908,1987,2118,2202,79,84,2.1,1659,Major Delay,Friday,6,23
2024-06-22 00:00:00,LH,FRA,SIN,1356,1343,1666,1658,-13,-8,3.1,2494,Early/On-time,Saturday,6,0
2024-06-22 01:00:00,SQ,HKG,CDG,939,919,1019,1014,-20,-5,0.8,616,Early/On-time,Saturday,6,1
2024-06-22 02:00:00,AA,FRA,SIN,2237,2252,2647,2656,15,9,4.1,3298,Minor Delay,Saturday,6,2
2024-06-22 03:00:00,AA,HKG,FRA,151,187,381,415,36,34,2.3,1816,Moderate Delay,Saturday,6,3
2024-06-22 04:00:00,LH,CDG,JFK,217,224,567,571,7,4,3.5,2763,Minor Delay,Saturday,6,4
2024-06-22 05:00:00,SQ,CDG,LAX,1715,1695,2085,2065,-20,-20,3.7,2959,Early/On-time,Saturday,6,5
2024-06-22 06:00:00,BA,LAX,HKG,2007,2013,2117,2148,6,31,1.1,842,Minor Delay,Saturday,6,6
2024-06-22 07:00:00,AA,HKG,LHR,122,149,482,509,27,27,3.6,2882,Moderate Delay,Saturday,6,7
2024-06-22 08:00:00,AA,LAX,NRT,2059,2057,2129,2119,-2,-10,0.7,574,Early/On-time,Saturday,6,8
2024-06-22 09:00:00,KA,JFK,HKG,835,863,915,932,28,17,0.8,629,Moderate Delay,Saturday,6,9
2024-06-22 10:00:00,SQ,JFK,SIN,102,146,602,658,44,56,5.0,3963,Moderate Delay,Saturday,6,10
2024-06-22 11:00:00,AA,FRA,JFK,614,631,1004,1013,17,9,3.9,3111,Moderate Delay,Saturday,6,11
2024-06-22 12:00:00,DL,SIN,HKG,637,646,1147,1162,9,15,5.1,4073,Minor Delay,Saturday,6,12
2024-06-22 13:00:00,SQ,HKG,JFK,1332,1366,1532,1560,34,28,2.0,1629,Moderate Delay,Saturday,6,13
2024-06-22 14:00:00,QF,LHR,NRT,417,402,677,650,-15,-27,2.6,2102,Early/On-time,Saturday,6,14
2024-06-22 15:00:00,KA,HKG,FRA,722,704,1042,1030,-18,-12,3.2,2527,Early/On-time,Saturday,6,15
2024-06-22 16:00:00,AA,HKG,FRA,2242,2244,2492,2488,2,-4,2.5,1987,Minor Delay,Saturday,6,16
2024-06-22 17:00:00,KA,LHR,JFK,2102,2098,2262,2262,-4,0,1.6,1253,Early/On-time,Saturday,6,17
2024-06-22 18:00:00,QF,JFK,JFK,1729,1715,1869,1859,-14,-10,1.4,1103,Early/On-time,Saturday,6,18
2024-06-22 19:00:00,LH,LAX,LAX,544,608,824,893,64,69,2.8,2213,Major Delay,Saturday,6,19
2024-06-22 20:00:00,LH,FRA,DXB,1316,1391,1436,1509,75,73,1.2,933,Major Delay,Saturday,6,20
2024-06-22 21:00:00,SQ,JFK,LAX,1749,1749,1859,1865,0,6,1.1,905,Early/On-time,Saturday,6,21
2024-06-22 22:00:00,QF,LHR,HKG,1657,1669,1957,1960,12,3,3.0,2393,Minor Delay,Saturday,6,22
2024-06-22 23:00:00,UA,HKG,SYD,857,861,1097,1077,4,-20,2.4,1904,Minor Delay,Saturday,6,23
2024-06-23 00:00:00,UA,JFK,LAX,1231,1274,1601,1651,43,50,3.7,2937,Moderate Delay,Sunday,6,0
2024-06-23 01:00:00,SQ,NRT,HKG,1545,1594,1745,1795,49,50,2.0,1575,Moderate Delay,Sunday,6,1
2024-06-23 02:00:00,CX,CDG,LHR,2056,2036,2236,2210,-20,-26,1.8,1418,Early/On-time,Sunday,6,2
2024-06-23 03:00:00,KA,HKG,HKG,906,930,1206,1216,24,10,3.0,2423,Moderate Delay,Sunday,6,3
2024-06-23 04:00:00,KA,DXB,HKG,938,918,1088,1048,-20,-40,1.5,1187,Early/On-time,Sunday,6,4
2024-06-23 05:00:00,LH,LHR,JFK,313,375,483,545,62,62,1.7,1341,Major Delay,Sunday,6,5
2024-06-23 06:00:00,UA,SYD,CDG,1157,1180,1327,1366,23,39,1.7,1381,Moderate Delay,Sunday,6,6
2024-06-23 07:00:00,EK,SIN,SIN,755,741,975,960,-14,-15,2.2,1790,Early/On-time,Sunday,6,7
2024-06-23 08:00:00,AA,SYD,JFK,1414,1416,1884,1883,2,-1,4.7,3772,Minor Delay,Sunday,6,8
2024-06-23 09:00:00,AA,JFK,JFK,2043,2044,2123,2124,1,1,0.8,623,Minor Delay,Sunday,6,9
2024-06-23 10:00:00,AA,HKG,CDG,2211,2236,2621,2667,25,46,4.1,3295,Moderate Delay,Sunday,6,10
2024-06-23 11:00:00,LH,SIN,CDG,1807,1848,2147,2195,41,48,3.4,2737,Moderate Delay,Sunday,6,11
2024-06-23 12:00:00,QF,SIN,SIN,1415,1395,1865,1836,-20,-29,4.5,3566,Early/On-time,Sunday,6,12
2024-06-23 13:00:00,BA,FRA,SYD,740,805,1380,1445,65,65,6.4,5136,Major Delay,Sunday,6,13
2024-06-23 14:00:00,UA,SYD,LHR,733,791,1163,1224,58,61,4.3,3431,Moderate Delay,Sunday,6,14
2024-06-23 15:00:00,UA,HKG,LAX,1845,1829,2215,2189,-16,-26,3.7,2925,Early/On-time,Sunday,6,15
2024-06-23 16:00:00,EK,FRA,HKG,823,835,913,932,12,19,0.9,687,Minor Delay,Sunday,6,16
2024-06-23 17:00:00,KA,LAX,LAX,2355,2416,2455,2508,61,53,1.0,813,Major Delay,Sunday,6,17
2024-06-23 18:00:00,CX,SYD,FRA,1628,1674,1928,1959,46,31,3.0,2360,Moderate Delay,Sunday,6,18
2024-06-23 19:00:00,SQ,CDG,NRT,715,715,775,775,0,0,0.6,500,Early/On-time,Sunday,6,19
2024-06-23 20:00:00,KA,CDG,SYD,1104,1138,1434,1468,34,34,3.3,2615,Moderate Delay,Sunday,6,20
2024-06-23 21:00:00,QF,FRA,NRT,1404,1503,1464,1563,99,99,0.6,500,Major Delay,Sunday,6,21
2024-06-23 22:00:00,SQ,LAX,HKG,351,364,741,747,13,6,3.9,3152,Minor Delay,Sunday,6,22
2024-06-23 23:00:00,UA,NRT,CDG,529,521,739,725,-8,-14,2.1,1678,Early/On-time,Sunday,6,23
2024-06-24 00:00:00,QF,NRT,HKG,1552,1567,1822,1848,15,26,2.7,2126,Minor Delay,Monday,6,0
2024-06-24 01:00:00,SQ,CDG,LHR,449,466,609,630,17,21,1.6,1251,Moderate Delay,Monday,6,1
2024-06-24 02:00:00,EK,DXB,LAX,2249,2244,2309,2295,-5,-14,0.6,500,Early/On-time,Monday,6,2
2024-06-24 03:00:00,EK,LHR,SIN,1204,1227,1604,1608,23,4,4.0,3234,Moderate Delay,Monday,6,3
2024-06-24 04:00:00,DL,LHR,DXB,1442,1422,1862,1833,-20,-29,4.2,3335,Early/On-time,Monday,6,4
2024-06-24 05:00:00,BA,DXB,DXB,1612,1603,1822,1814,-9,-8,2.1,1648,Early/On-time,Monday,6,5
2024-06-24 06:00:00,EK,FRA,SIN,2134,2166,2464,2490,32,26,3.3,2661,Moderate Delay,Monday,6,6
2024-06-24 07:00:00,UA,LHR,CDG,1948,1928,2148,2121,-20,-27,2.0,1609,Early/On-time,Monday,6,7
2024-06-24 08:00:00,CX,LHR,DXB,2124,2161,2414,2446,37,32,2.9,2288,Moderate Delay,Monday,6,8
2024-06-24 09:00:00,AA,SYD,CDG,449,429,789,769,-20,-20,3.4,2759,Early/On-time,Monday,6,9
2024-06-24 10:00:00,DL,SYD,JFK,1813,1793,2133,2120,-20,-13,3.2,2555,Early/On-time,Monday,6,10
2024-06-24 11:00:00,AA,DXB,LHR,643,639,1063,1059,-4,-4,4.2,3340,Early/On-time,Monday,6,11
2024-06-24 12:00:00,BA,HKG,SYD,245,263,555,573,18,18,3.1,2518,Moderate Delay,Monday,6,12
2024-06-24 13:00:00,SQ,LAX,LAX,1225,1274,1475,1522,49,47,2.5,2028,Moderate Delay,Monday,6,13
2024-06-24 14:00:00,LH,FRA,LAX,1317,1328,1467,1474,11,7,1.5,1238,Minor Delay,Monday,6,14
2024-06-24 15:00:00,EK,SYD,SYD,1519,1521,1709,1719,2,10,1.9,1521,Minor Delay,Monday,6,15
2024-06-24 16:00:00,CX,SYD,HKG,1233,1260,1583,1617,27,34,3.5,2810,Moderate Delay,Monday,6,16
2024-06-24 17:00:00,BA,NRT,HKG,106,90,166,170,-16,4,0.6,500,Early/On-time,Monday,6,17
2024-06-24 18:00:00,AA,LAX,NRT,1346,1360,1736,1756,14,20,3.9,3105,Minor Delay,Monday,6,18
2024-06-24 19:00:00,DL,NRT,HKG,1959,1939,2169,2145,-20,-24,2.1,1718,Early/On-time,Monday,6,19
2024-06-24 20:00:00,EK,HKG,CDG,609,621,759,762,12,3,1.5,1181,Minor Delay,Monday,6,20
2024-06-24 21:00:00,UA,LAX,SIN,414,420,524,539,6,15,1.1,901,Minor Delay,Monday,6,21
2024-06-24 22:00:00,EK,LHR,JFK,1316,1302,1646,1624,-14,-22,3.3,2674,Early/On-time,Monday,6,22
2024-06-24 23:00:00,DL,NRT,SYD,810,824,1060,1082,14,22,2.5,1985,Minor Delay,Monday,6,23
2024-06-25 00:00:00,DL,CDG,CDG,933,947,1383,1390,14,7,4.5,3588,Minor Delay,Tuesday,6,0
2024-06-25 01:00:00,LH,FRA,CDG,626,671,716,764,45,48,0.9,736,Moderate Delay,Tuesday,6,1
2024-06-25 02:00:00,EK,LHR,NRT,1320,1300,1500,1470,-20,-30,1.8,1421,Early/On-time,Tuesday,6,2
2024-06-25 03:00:00,EK,LAX,CDG,1330,1337,1570,1584,7,14,2.4,1907,Minor Delay,Tuesday,6,3
2024-06-25 04:00:00,LH,CDG,LHR,149,137,309,285,-12,-24,1.6,1248,Early/On-time,Tuesday,6,4
2024-06-25 05:00:00,QF,HKG,HKG,1656,1692,1906,1944,36,38,2.5,2006,Moderate Delay,Tuesday,6,5
2024-06-25 06:00:00,QF,CDG,LAX,1903,1935,2193,2224,32,31,2.9,2319,Moderate Delay,Tuesday,6,6
2024-06-25 07:00:00,SQ,SYD,LHR,340,365,650,676,25,26,3.1,2484,Moderate Delay,Tuesday,6,7
2024-06-25 08:00:00,QF,DXB,JFK,1258,1247,1698,1684,-11,-14,4.4,3506,Early/On-time,Tuesday,6,8
2024-06-25 09:00:00,KA,CDG,JFK,1759,1795,1849,1881,36,32,0.9,696,Moderate Delay,Tuesday,6,9
2024-06-25 10:00:00,EK,SIN,JFK,248,228,538,519,-20,-19,2.9,2337,Early/On-time,Tuesday,6,10
2024-06-25 11:00:00,CX,HKG,HKG,1816,1796,1986,1956,-20,-30,1.7,1353,Early/On-time,Tuesday,6,11
2024-06-25 12:00:00,EK,LHR,CDG,448,428,748,718,-20,-30,3.0,2430,Early/On-time,Tuesday,6,12
2024-06-25 13:00:00,KA,NRT,JFK,47,55,347,352,8,5,3.0,2431,Minor Delay,Tuesday,6,13
2024-06-25 14:00:00,KA,JFK,SYD,819,849,949,976,30,27,1.3,1013,Moderate Delay,Tuesday,6,14
2024-06-25 15:00:00,AA,HKG,LAX,2324,2304,2464,2434,-20,-30,1.4,1098,Early/On-time,Tuesday,6,15
2024-06-25 16:00:00,EK,SIN,CDG,739,788,1049,1107,49,58,3.1,2511,Moderate Delay,Tuesday,6,16
2024-06-25 17:00:00,BA,SYD,NRT,222,235,472,482,13,10,2.5,2023,Minor Delay,Tuesday,6,17
2024-06-25 18:00:00,KA,NRT,HKG,114,94,334,312,-20,-22,2.2,1780,Early/On-time,Tuesday,6,18
2024-06-25 19:00:00,CX,FRA,SIN,32,45,362,362,13,0,3.3,2657,Minor Delay,Tuesday,6,19
2024-06-25 20:00:00,LH,JFK,LHR,1118,1160,1458,1520,42,62,3.4,2731,Moderate Delay,Tuesday,6,20
2024-06-25 21:00:00,SQ,CDG,FRA,2156,2183,2336,2387,27,51,1.8,1470,Moderate Delay,Tuesday,6,21
2024-06-25 22:00:00,AA,SIN,LHR,1214,1256,1354,1389,42,35,1.4,1147,Moderate Delay,Tuesday,6,22
2024-06-25 23:00:00,LH,CDG,JFK,940,920,1030,1022,-20,-8,0.9,738,Early/On-time,Tuesday,6,23
2024-06-26 00:00:00,AA,FRA,LAX,1604,1602,1854,1852,-2,-2,2.5,2033,Early/On-time,Wednesday,6,0
2024-06-26 01:00:00,CX,HKG,NRT,1015,998,1085,1084,-17,-1,0.7,576,Early/On-time,Wednesday,6,1
2024-06-26 02:00:00,DL,DXB,CDG,459,520,719,783,61,64,2.6,2099,Major Delay,Wednesday,6,2
2024-06-26 03:00:00,EK,SIN,SYD,844,873,1244,1273,29,29,4.0,3216,Moderate Delay,Wednesday,6,3
2024-06-26 04:00:00,UA,LAX,DXB,1247,1342,1457,1528,95,71,2.1,1646,Major Delay,Wednesday,6,4
2024-06-26 05:00:00,BA,LHR,LHR,1931,1927,2111,2099,-4,-12,1.8,1463,Early/On-time,Wednesday,6,5
2024-06-26 06:00:00,LH,LAX,DXB,2221,2210,2721,2710,-11,-11,5.0,3997,Early/On-time,Wednesday,6,6
2024-06-26 07:00:00,EK,DXB,CDG,1042,1047,1482,1488,5,6,4.4,3509,Minor Delay,Wednesday,6,7
2024-06-26 08:00:00,BA,FRA,LAX,2231,2282,2381,2420,51,39,1.5,1235,Moderate Delay,Wednesday,6,8
2024-06-26 09:00:00,DL,LAX,DXB,312,312,582,575,0,-7,2.7,2139,Early/On-time,Wednesday,6,9
2024-06-26 10:00:00,UA,SYD,LHR,2037,2050,2327,2345,13,18,2.9,2328,Minor Delay,Wednesday,6,10
2024-06-26 11:00:00,BA,SIN,SIN,1025,1037,1305,1304,12,-1,2.8,2203,Minor Delay,Wednesday,6,11
2024-06-26 12:00:00,BA,SYD,FRA,851,862,1331,1343,11,12,4.8,3814,Minor Delay,Wednesday,6,12
2024-06-26 13:00:00,LH,JFK,DXB,616,607,876,879,-9,3,2.6,2087,Early/On-time,Wednesday,6,13
2024-06-26 14:00:00,QF,DXB,SIN,1504,1509,1784,1792,5,8,2.8,2237,Minor Delay,Wednesday,6,14
2024-06-26 15:00:00,UA,JFK,SIN,2248,2252,2588,2595,4,7,3.4,2688,Minor Delay,Wednesday,6,15
2024-06-26 16:00:00,EK,JFK,JFK,2232,2241,2632,2621,9,-11,4.0,3189,Minor Delay,Wednesday,6,16
2024-06-26 17:00:00,DL,JFK,FRA,426,464,796,826,38,30,3.7,2936,Moderate Delay,Wednesday,6,17
2024-06-26 18:00:00,UA,HKG,SYD,504,566,824,906,62,82,3.2,2538,Major Delay,Wednesday,6,18
2024-06-26 19:00:00,CX,HKG,LHR,1836,1821,1896,1876,-15,-20,0.6,500,Early/On-time,Wednesday,6,19
2024-06-26 20:00:00,QF,DXB,NRT,6,5,196,207,-1,11,1.9,1511,Early/On-time,Wednesday,6,20
2024-06-26 21:00:00,CX,NRT,CDG,1547,1533,1897,1877,-14,-20,3.5,2819,Early/On-time,Wednesday,6,21
2024-06-26 22:00:00,DL,LAX,NRT,1717,1732,1997,2010,15,13,2.8,2250,Minor Delay,Wednesday,6,22
2024-06-26 23:00:00,LH,HKG,DXB,2330,2324,2680,2679,-6,-1,3.5,2826,Early/On-time,Wednesday,6,23
2024-06-27 00:00:00,LH,CDG,FRA,1205,1222,1695,1713,17,18,4.9,3887,Moderate Delay,Thursday,6,0
2024-06-27 01:00:00,DL,SYD,DXB,1,44,101,147,43,46,1.0,823,Moderate Delay,Thursday,6,1
2024-06-27 02:00:00,AA,HKG,FRA,912,892,1302,1274,-20,-28,3.9,3137,Early/On-time,Thursday,6,2
2024-06-27 03:00:00,DL,FRA,LHR,641,665,851,864,24,13,2.1,1669,Moderate Delay,Thursday,6,3
2024-06-27 04:00:00,QF,JFK,CDG,452,449,822,811,-3,-11,3.7,2935,Early/On-time,Thursday,6,4
2024-06-27 05:00:00,KA,HKG,CDG,1251,1274,1491,1509,23,18,2.4,1958,Moderate Delay,Thursday,6,5
2024-06-27 06:00:00,LH,DXB,LHR,2110,2094,2630,2612,-16,-18,5.2,4127,Early/On-time,Thursday,6,6
2024-06-27 07:00:00,SQ,SYD,SYD,1525,1570,1795,1850,45,55,2.7,2130,Moderate Delay,Thursday,6,7
2024-06-27 08:00:00,QF,SYD,SIN,2320,2357,2490,2527,37,37,1.7,1359,Moderate Delay,Thursday,6,8
2024-06-27 09:00:00,QF,NRT,FRA,1901,1928,2201,2232,27,31,3.0,2419,Moderate Delay,Thursday,6,9
2024-06-27 10:00:00,QF,LHR,HKG,2139,2172,2429,2463,33,34,2.9,2323,Moderate Delay,Thursday,6,10
2024-06-27 11:00:00,BA,LHR,HKG,1355,1343,1745,1722,-12,-23,3.9,3138,Early/On-time,Thursday,6,11
2024-06-27 12:00:00,QF,LAX,SIN,1053,1045,1363,1355,-8,-8,3.1,2448,Early/On-time,Thursday,6,12
2024-06-27 13:00:00,LH,CDG,DXB,1850,1882,2410,2443,32,33,5.6,4475,Moderate Delay,Thursday,6,13
2024-06-27 14:00:00,KA,SIN,FRA,2219,2206,2459,2453,-13,-6,2.4,1888,Early/On-time,Thursday,6,14
2024-06-27 15:00:00,KA,DXB,LAX,116,169,356,399,53,43,2.4,1900,Moderate Delay,Thursday,6,15
2024-06-27 16:00:00,QF,FRA,CDG,715,715,885,865,0,-20,1.7,1396,Early/On-time,Thursday,6,16
2024-06-27 17:00:00,CX,HKG,NRT,1256,1281,1516,1542,25,26,2.6,2085,Moderate Delay,Thursday,6,17
2024-06-27 18:00:00,LH,DXB,LAX,641,713,921,996,72,75,2.8,2231,Major Delay,Thursday,6,18
2024-06-27 19:00:00,LH,CDG,NRT,1104,1093,1394,1382,-11,-12,2.9,2281,Early/On-time,Thursday,6,19
2024-06-27 20:00:00,UA,LHR,CDG,713,725,973,985,12,12,2.6,2067,Minor Delay,Thursday,6,20
2024-06-27 21:00:00,EK,DXB,HKG,1523,1564,1693,1742,41,49,1.7,1390,Moderate Delay,Thursday,6,21
2024-06-27 22:00:00,AA,HKG,LHR,1750,1788,1890,1924,38,34,1.4,1118,Moderate Delay,Thursday,6,22
2024-06-27 23:00:00,AA,NRT,SYD,1803,1803,2003,2001,0,-2,2.0,1624,Early/On-time,Thursday,6,23
2024-06-28 00:00:00,CX,LAX,JFK,351,346,741,736,-5,-5,3.9,3141,Early/On-time,Friday,6,0
2024-06-28 01:00:00,AA,NRT,DXB,1147,1150,1567,1558,3,-9,4.2,3356,Minor Delay,Friday,6,1
2024-06-28 02:00:00,UA,LHR,SIN,1523,1576,1763,1815,53,52,2.4,1923,Moderate Delay,Friday,6,2
2024-06-28 03:00:00,DL,JFK,HKG,2046,2047,2176,2177,1,1,1.3,1058,Minor Delay,Friday,6,3
2024-06-28 04:00:00,AA,LHR,LHR,2159,2171,2399,2427,12,28,2.4,1918,Minor Delay,Friday,6,4
2024-06-28 05:00:00,LH,LAX,LHR,1608,1606,2118,2114,-2,-4,5.1,4091,Early/On-time,Friday,6,5
2024-06-28 06:00:00,DL,HKG,NRT,302,333,672,705,31,33,3.7,2998,Moderate Delay,Friday,6,6
2024-06-28 07:00:00,AA,CDG,LHR,1954,1968,2274,2297,14,23,3.2,2550,Minor Delay,Friday,6,7
2024-06-28 08:00:00,LH,SIN,FRA,2308,2288,2678,2650,-20,-28,3.7,2962,Early/On-time,Friday,6,8
2024-06-28 09:00:00,LH,NRT,DXB,2317,2298,2757,2751,-19,-6,4.4,3540,Early/On-time,Friday,6,9
2024-06-28 10:00:00,QF,LHR,JFK,2135,2115,2245,2242,-20,-3,1.1,847,Early/On-time,Friday,6,10
2024-06-28 11:00:00,KA,CDG,HKG,2318,2304,2518,2504,-14,-14,2.0,1607,Early/On-time,Friday,6,11
2024-06-28 12:00:00,CX,NRT,FRA,823,856,1003,1031,33,28,1.8,1471,Moderate Delay,Friday,6,12
2024-06-28 13:00:00,UA,LHR,HKG,403,452,723,788,49,65,3.2,2587,Moderate Delay,Friday,6,13
2024-06-28 14:00:00,BA,LAX,SYD,1608,1638,1878,1915,30,37,2.7,2160,Moderate Delay,Friday,6,14
2024-06-28 15:00:00,EK,NRT,JFK,1632,1658,1972,1998,26,26,3.4,2756,Moderate Delay,Friday,6,15
2024-06-28 16:00:00,AA,LHR,LHR,100,106,290,310,6,20,1.9,1493,Minor Delay,Friday,6,16
2024-06-28 17:00:00,AA,HKG,SYD,151,184,571,617,33,46,4.2,3371,Moderate Delay,Friday,6,17
2024-06-28 18:00:00,DL,LAX,NRT,2050,2068,2290,2305,18,15,2.4,1930,Moderate Delay,Friday,6,18
2024-06-28 19:00:00,DL,CDG,SYD,2234,2298,2574,2640,64,66,3.4,2694,Major Delay,Friday,6,19
2024-06-28 20:00:00,EK,CDG,LAX,609,616,1009,1021,7,12,4.0,3195,Minor Delay,Friday,6,20
2024-06-28 21:00:00,AA,SIN,NRT,311,361,701,751,50,50,3.9,3115,Moderate Delay,Friday,6,21
2024-06-28 22:00:00,SQ,DXB,JFK,1217,1253,1517,1540,36,23,3.0,2360,Moderate Delay,Friday,6,22
2024-06-28 23:00:00,UA,JFK,DXB,1913,1945,2263,2286,32,23,3.5,2819,Moderate Delay,Friday,6,23
2024-06-29 00:00:00,AA,HKG,LAX,1009,989,1479,1446,-20,-33,4.7,3741,Early/On-time,Saturday,6,0
2024-06-29 01:00:00,KA,LAX,HKG,209,246,519,560,37,41,3.1,2513,Moderate Delay,Saturday,6,1
2024-06-29 02:00:00,EK,NRT,SIN,117,123,277,272,6,-5,1.6,1270,Minor Delay,Saturday,6,2
2024-06-29 03:00:00,SQ,CDG,SIN,1523,1520,1843,1841,-3,-2,3.2,2583,Early/On-time,Saturday,6,3
2024-06-29 04:00:00,UA,HKG,LAX,200,180,450,448,-20,-2,2.5,1962,Early/On-time,Saturday,6,4
2024-06-29 05:00:00,AA,LAX,DXB,2329,2338,2389,2412,9,23,0.6,500,Minor Delay,Saturday,6,5
2024-06-29 06:00:00,BA,LAX,FRA,1414,1425,1724,1717,11,-7,3.1,2461,Minor Delay,Saturday,6,6
2024-06-29 07:00:00,QF,NRT,SIN,1607,1587,1867,1835,-20,-32,2.6,2116,Early/On-time,Saturday,6,7
2024-06-29 08:00:00,KA,LAX,LAX,1557,1537,1947,1920,-20,-27,3.9,3156,Early/On-time,Saturday,6,8
2024-06-29 09:00:00,BA,FRA,JFK,1934,1958,2094,2107,24,13,1.6,1249,Moderate Delay,Saturday,6,9
2024-06-29 10:00:00,DL,HKG,CDG,617,653,677,697,36,20,0.6,500,Moderate Delay,Saturday,6,10
2024-06-29 11:00:00,DL,LHR,DXB,1540,1555,1810,1825,15,15,2.7,2168,Minor Delay,Saturday,6,11
2024-06-29 12:00:00,AA,CDG,DXB,415,459,715,766,44,51,3.0,2380,Moderate Delay,Saturday,6,12
2024-06-29 13:00:00,DL,CDG,FRA,120,127,380,396,7,16,2.6,2093,Minor Delay,Saturday,6,13
2024-06-29 14:00:00,KA,LHR,NRT,14,22,264,268,8,4,2.5,2020,Minor Delay,Saturday,6,14
2024-06-29 15:00:00,UA,HKG,LHR,2104,2087,2224,2205,-17,-19,1.2,931,Early/On-time,Saturday,6,15
2024-06-29 16:00:00,LH,JFK,SIN,1244,1224,1474,1457,-20,-17,2.3,1861,Early/On-time,Saturday,6,16
2024-06-29 17:00:00,CX,HKG,LHR,1553,1618,1763,1827,65,64,2.1,1651,Major Delay,Saturday,6,17
2024-06-29 18:00:00,EK,SYD,LHR,451,494,831,882,43,51,3.8,3072,Moderate Delay,Saturday,6,18
2024-06-29 19:00:00,UA,LAX,JFK,206,186,506,490,-20,-16,3.0,2379,Early/On-time,Saturday,6,19
2024-06-29 20:00:00,LH,DXB,HKG,1447,1461,1667,1678,14,11,2.2,1722,Minor Delay,Saturday,6,20
2024-06-29 21:00:00,SQ,NRT,LHR,1506,1512,1976,1964,6,-12,4.7,3723,Minor Delay,Saturday,6,21
2024-06-29 22:00:00,KA,FRA,DXB,1026,1027,1246,1261,1,15,2.2,1731,Minor Delay,Saturday,6,22
2024-06-29 23:00:00,BA,DXB,FRA,1824,1822,2144,2136,-2,-8,3.2,2557,Early/On-time,Saturday,6,23
2024-06-30 00:00:00,LH,LHR,FRA,1721,1742,1951,1975,21,24,2.3,1833,Moderate Delay,Sunday,6,0
2024-06-30 01:00:00,KA,NRT,CDG,2047,2081,2497,2512,34,15,4.5,3631,Moderate Delay,Sunday,6,1
2024-06-30 02:00:00,QF,NRT,HKG,812,834,1072,1094,22,22,2.6,2086,Moderate Delay,Sunday,6,2
2024-06-30 03:00:00,BA,NRT,NRT,716,722,976,983,6,7,2.6,2116,Minor Delay,Sunday,6,3
2024-06-30 04:00:00,DL,CDG,DXB,2140,2145,2370,2376,5,6,2.3,1860,Minor Delay,Sunday,6,4
2024-06-30 05:00:00,DL,FRA,DXB,1843,1881,2113,2181,38,68,2.7,2196,Moderate Delay,Sunday,6,5
2024-06-30 06:00:00,BA,CDG,CDG,2112,2135,2512,2529,23,17,4.0,3199,Moderate Delay,Sunday,6,6
2024-06-30 07:00:00,SQ,LAX,SYD,425,437,785,805,12,20,3.6,2845,Minor Delay,Sunday,6,7
2024-06-30 08:00:00,SQ,SYD,CDG,1608,1616,1858,1871,8,13,2.5,2028,Minor Delay,Sunday,6,8
2024-06-30 09:00:00,SQ,SIN,LHR,404,424,864,878,20,14,4.6,3701,Moderate Delay,Sunday,6,9
2024-06-30 10:00:00,LH,FRA,LAX,1338,1334,1698,1702,-4,4,3.6,2872,Early/On-time,Sunday,6,10
2024-06-30 11:00:00,EK,DXB,FRA,632,666,832,865,34,33,2.0,1561,Moderate Delay,Sunday,6,11
2024-06-30 12:00:00,LH,LAX,CDG,803,783,883,871,-20,-12,0.8,619,Early/On-time,Sunday,6,12
2024-06-30 13:00:00,AA,HKG,LHR,1627,1625,1827,1844,-2,17,2.0,1584,Early/On-time,Sunday,6,13
2024-06-30 14:00:00,CX,LHR,SIN,225,253,525,554,28,29,3.0,2413,Moderate Delay,Sunday,6,14
2024-06-30 15:00:00,BA,SYD,HKG,703,683,1023,1001,-20,-22,3.2,2597,Early/On-time,Sunday,6,15
2024-06-30 16:00:00,UA,LAX,DXB,2115,2095,2535,2525,-20,-10,4.2,3359,Early/On-time,Sunday,6,16
2024-06-30 17:00:00,CX,HKG,SYD,1236,1247,1346,1370,11,24,1.1,905,Minor Delay,Sunday,6,17
2024-06-30 18:00:00,QF,SYD,HKG,1521,1501,1721,1693,-20,-28,2.0,1560,Early/On-time,Sunday,6,18
2024-06-30 19:00:00,LH,HKG,LHR,2035,2015,2135,2111,-20,-24,1.0,822,Early/On-time,Sunday,6,19
2024-06-30 20:00:00,LH,FRA,NRT,937,969,1017,1055,32,38,0.8,661,Moderate Delay,Sunday,6,20
2024-06-30 21:00:00,KA,HKG,SIN,1757,1760,1927,1929,3,2,1.7,1372,Minor Delay,Sunday,6,21
2024-06-30 22:00:00,CX,SYD,LHR,254,302,554,593,48,39,3.0,2366,Moderate Delay,Sunday,6,22
2024-06-30 23:00:00,KA,HKG,LAX,1134,1114,1484,1469,-20,-15,3.5,2771,Early/On-time,Sunday,6,23
2024-07-01 00:00:00,UA,DXB,JFK,1524,1531,1654,1667,7,13,1.3,1051,Minor Delay,Monday,7,0
2024-07-01 01:00:00,KA,LAX,LHR,1707,1728,1857,1875,21,18,1.5,1190,Moderate Delay,Monday,7,1
2024-07-01 02:00:00,CX,SYD,CDG,1616,1596,1676,1656,-20,-20,0.6,500,Early/On-time,Monday,7,2
2024-07-01 03:00:00,BA,DXB,LHR,617,657,897,932,40,35,2.8,2214,Moderate Delay,Monday,7,3
